代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,换手率,市盈率-动态,量比,最高,最低,今开,昨收,总市值,流通市值,市净率_x,60日涨跌幅,年初至今涨跌幅,市盈率TTM,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率_y,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,市净率,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误,买入,卖出
605337,李子园,9.93,2.16,0.21,5177673.0,51369656.0,,,,,10.08,9.6,9.6,9.72,3873716106.806302,,,,,,9.93,11.576166666666666,-14.22030896813855,True,2026-05-29,21.09319740500463,,20.921155347384857,3.9812646370023423,True,2026-05-29,3873716106.806302,,,,沿用上一版：当前数据待补齐,2.3191473586654308,7.452165156092648,True,2025-10-17,,未知,所属行业批量超时,9.92,9.93
605338,巴比食品,21.31,5.967,1.2,4052070.0,85480834.0,,,,,21.51,20.03,20.03,20.11,5105165566.997827,,,,,,21.31,26.99125,-21.048487935905147,True,2026-05-29,18.032962641181584,,21.611721611721613,26.73992673992674,True,2026-05-29,5105165566.997827,,,,沿用上一版：当前数据待补齐,2.138405734144224,5.631159080244017,True,2026-05-19,,未知,所属行业批量超时,21.31,21.32
605378,野马电池,16.61,-3.149,-0.54,2393960.0,40066973.0,,,,,17.22,16.52,17.18,17.15,4340963704.0,,,,,,16.61,21.131000000000004,-21.39510671525249,True,2026-05-29,111.51960552268238,,98.47020933977456,67.7133655394525,False,2026-05-29,4340963704.0,,,,沿用上一版：当前数据待补齐,3.489082840236687,3.0102347983142685,True,2025-06-04,,未知,所属行业批量超时,16.6,16.61
605499,东鹏饮料,142.44,1.014,1.43,8981008.0,1276164295.0,,,,,146.5,137.55,140.25,141.01,80445653627.99995,,,,,,142.44,232.52941666666663,-38.7432342789604,True,2026-05-29,17.144368436843695,,0.4125412541254125,0.4125412541254125,True,2026-05-29,80445653627.99995,,,,沿用上一版：当前数据待补齐,3.93173717371737,3.5102499297950014,True,2026-05-18,,未知,所属行业批量超时,142.44,142.49
605507,DR国邦医,15.31,1.19,0.18,4447614.0,67686802.0,,,,,15.39,14.9,15.15,15.13,8555587784.999997,,,,,,15.31,25.106583333333333,-39.01997815977881,True,2026-05-29,11.165194300518138,,0.1721170395869191,0.0860585197934595,True,2026-05-29,8555587784.999997,,,,沿用上一版：当前数据待补齐,0.9849697754749572,7.876094056172437,True,2026-05-29,,未知,所属行业批量超时,15.3,15.31
605599,菜百股份,16.01,1.009,0.16,5690296.0,91118553.0,,,,,16.2,15.84,15.93,15.85,12452222578.000002,,,,,,16.01,20.12133333333333,-20.43270823669736,True,2026-05-29,10.278660235798494,,0.2636203866432337,33.391915641476274,True,2026-05-29,12452222578.000002,,,,沿用上一版：当前数据待补齐,2.4624169346195104,4.497189256714553,True,2025-06-16,,未知,所属行业批量超时,16.0,16.02
688013,天臣医疗,29.03,-2.942,-0.88,1023539.0,30019049.0,,,,,30.09,29.03,29.76,29.91,2355947068.0000005,,,,,,29.03,41.85108333333333,-30.635009448182338,True,2026-05-29,28.843494413407807,,14.609203798392986,65.44923301680059,True,2026-05-29,2355947068.0000005,,,,沿用上一版：当前数据待补齐,4.086905027932964,3.4447123665173955,True,2025-10-16,,未知,所属行业批量超时,29.03,29.04
688032,禾迈股份,96.07,-4.246,-4.26,1668288.0,161218294.0,,,,,100.63,94.96,100.32,100.33,11919745468.191088,,,,,,96.07,108.95366666666663,-11.824904164155392,True,2026-05-29,301.8371075861739,,92.89940828402366,10.849056603773583,True,2026-05-29,11919745468.191088,,,,沿用上一版：当前数据待补齐,2.103662646480198,3.330904548766525,True,2025-06-19,,未知,所属行业批量超时,95.93,96.07
688208,道通科技,30.31,-11.633,-3.99,35850345.0,1129087114.0,,,,,34.8,30.06,34.5,34.3,20313269705.3345,,,,,,30.31,35.10675,-13.663326853098043,True,2026-05-29,21.81965497076024,,0.1984126984126984,38.35978835978836,True,2026-05-29,20313269705.3345,,,,沿用上一版：当前数据待补齐,5.273230994152047,3.563180468492247,True,2026-05-15,,未知,所属行业批量超时,30.3,30.31
688289,圣湘生物,16.39,1.173,0.19,4250977.0,69449860.0,,,,,16.61,16.2,16.6,16.2,9496169418.593266,,,,,,16.39,18.825666666666667,-12.93801016342936,True,2026-05-29,60.50370309050773,,99.63741841914432,2.4655547498187094,True,2026-05-29,9496169418.593266,,,,沿用上一版：当前数据待补齐,1.3296523178807946,3.2763880414887128,True,2025-09-23,,未知,所属行业批量超时,16.39,16.4
688399,硕世生物,55.33,-1.179,-0.66,1151944.0,63718122.0,,,,,56.64,54.1,56.64,55.99,4640622323.206305,,,,,,55.33,64.667,-14.438585368116662,True,2026-05-28,117.80572844291171,,95.71984435797664,41.7948717948718,False,2026-05-28,4640622323.206305,,,,沿用上一版：当前数据待补齐,1.5714825218476909,6.144948490872944,True,2025-09-11,,未知,所属行业批量超时,55.32,55.33
688526,科前生物,13.04,-0.912,-0.12,1622748.0,21109503.0,,,,,13.33,12.77,13.17,13.16,6078309849.994622,,,,,,13.04,14.80175,-11.902308848615885,True,2026-05-28,15.598924731182796,,1.2481644640234948,0.3671071953010278,True,2026-05-28,6078309849.994622,,,,沿用上一版：当前数据待补齐,1.4109139784946236,8.205521472392638,True,2026-05-26,,未知,所属行业批量超时,13.03,13.04
688543,国科军工,45.57,1.289,0.58,4482700.0,202252322.0,,,,,45.89,44.26,45.01,44.99,9516931215.792591,,,,,,45.57,64.70491666666666,-29.57258528782588,True,2026-05-28,40.04551813868054,,3.9942938659058487,51.06990014265336,True,2026-05-28,9516931215.792591,,,,沿用上一版：当前数据待补齐,3.892248584111434,3.949967083607637,True,2026-05-22,,未知,所属行业批量超时,45.56,45.57
688606,奥泰生物,48.16,-0.926,-0.45,455306.0,21930454.0,,,,,48.88,47.8,48.45,48.61,3818165976.8,,,,,,48.16,63.02258333333334,-23.58294844044001,True,2026-05-27,21.40915492957745,,77.79735682819383,0.9592326139088728,True,2026-05-27,3818165976.8,,,,沿用上一版：当前数据待补齐,0.9835492957746482,5.191029900332227,True,2025-10-16,,未知,所属行业批量超时,48.16,48.28
688739,成大生物,21.45,-2.01,-0.44,2322274.0,49993125.0,,,,,22.03,21.28,21.89,21.89,8932852500.0,,,,,,21.45,25.263916666666667,-15.096300059043363,True,2026-05-27,154.91065573770493,,98.82352941176472,0.090497737556561,True,2026-05-27,8932852500.0,,,,沿用上一版：当前数据待补齐,0.9557377049180326,3.7296037296037294,True,2025-06-10,,未知,所属行业批量超时,21.45,21.46
